web-scraper-order,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links-href,insta_link-href
1708357734-2254,Vasim Shaikh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/33133907699.jpg,Health & Fitness,49608.0,2.05%,16854.0,1001.0,15.0,,,,,,https://www.instagram.com/imvasimofficial
1708357740-2255,Yashika Arora,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6294683054.jpg,Health & Fitness,49620.0,0.90%,13481.0,433.0,12.0,,,,,,https://www.instagram.com/buffcheeks_
1708357746-2256,BHOLANATH GANGULY,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8379362859.jpg,Health & Fitness,49622.0,0.32%,3306.0,157.0,2.0,111000.0,28094.0,82672647.0,1434.0,https://www.youtube.com/channel/UCLhuYaBT3qovSzVOn_jp88Q,https://www.instagram.com/helpfitness_
1708357760-2257,Usman Raza,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/34156616344.jpg,Finance,33153.0,0.05%,133.0,14.0,2.0,12900.0,299.0,63057.0,26.0,https://www.youtube.com/channel/UCHTtnjalu11sr96APBL93lA,https://www.instagram.com/tricks_x_tech
1708357766-2258,SUSHANT JAIN | FINANCE,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/386066091.jpg,Finance,33557.0,0.51%,8209.0,161.0,10.0,,,,,,https://www.instagram.com/sushantfinance
1708357772-2259,BEERICHH,,Finance,33676.0,0.15%,,48.0,0.0,,,,,,https://www.instagram.com/beerichh_official
1708357779-2260,Rishi Jain - Digital Marketing & Ai Coach,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/216097940.jpg,Finance,33945.0,0.76%,8365.0,187.0,69.0,,,,,,https://www.instagram.com/rrishijain
1708357785-2261,Deloitte India,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1594015113.jpg,Finance,34266.0,0.19%,3592.0,66.0,0.0,12500.0,29367.0,780977.0,1193.0,https://www.youtube.com/channel/UC3PPHOWWjrpz23f0frcNPVg,https://www.instagram.com/deloitteindia
1708357792-2262,Travel mind,,Finance,34806.0,0.41%,428.0,142.0,1.0,,,,,,https://www.instagram.com/travel_mind__
1708357798-2263,PRIYANKA GOGOI 👑,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4897280105.jpg,Finance,34984.0,1.44%,1364.0,491.0,12.0,,,,,,https://www.instagram.com/__priyankagogoi__
1708357804-2264,Harmeet Chowdhary,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1687876953.jpg,Finance,35199.0,0.04%,415.0,12.0,1.0,,,,,,https://www.instagram.com/harmeet.chowdhary
1708357810-2265,Stock market india,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/25860798358.jpg,Finance,35451.0,0.01%,3801.0,2.0,0.0,,,,,,https://www.instagram.com/stockmarketindialive
1708357816-2266,Sagar Verma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1552959559.jpg,Finance,35962.0,0.48%,3749.0,170.0,1.0,,,,,,https://www.instagram.com/sagar.speaks
1708357822-2267,Pep Talk India,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3027532600.jpg,Finance,36377.0,0.07%,532.0,22.0,1.0,678000.0,84000.0,34919386.0,730.0,https://www.youtube.com/channel/UCHojWKnC2iljNPxKIVleOcg,https://www.instagram.com/peptalkindia
1708357828-2268,Murtaza Badri,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3099604482.jpg,Finance,36800.0,0.96%,13689.0,319.0,33.0,,,,,,https://www.instagram.com/murtazabadri
1708357835-2269,Chawadi,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5849347956.jpg,Finance,37192.0,0.05%,1254.0,17.0,0.0,379000.0,399591.0,20308970.0,856.0,https://www.youtube.com/channel/UCGJdzJSJd9W9CeyELoi_SLg,https://www.instagram.com/chawadi009
1708357841-2270,ગુજરાતી ન્યુઝ,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/27165147749.jpg,Finance,37245.0,5.69%,18345.0,2112.0,8.0,,,,,,https://www.instagram.com/infopreneur.gujrati
1708357847-2271,Kshitij Thorat,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4052624281.jpg,Finance,37618.0,1.54%,22902.0,507.0,73.0,,,,,,https://www.instagram.com/iamkshitijthorat
1708357854-2272,Big Data Marketers,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/31619969278.jpg,Finance,38395.0,0.01%,,3.0,,,,,,,https://www.instagram.com/bigdatamarketer
1708357861-2273,Amresh bharati,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7320415164.jpg,Finance,38503.0,0.82%,14942.0,309.0,6.0,945000.0,1348060.0,103051897.0,1014.0,https://www.youtube.com/channel/UCr6hHjMNvgQxErQ1ZJV4drw,https://www.instagram.com/we_make_creators
1708357867-2274,Ajit Singh,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7738239859.jpg,Finance,38877.0,0.09%,3214.0,35.0,0.0,,,,,,https://www.instagram.com/ajitbusinessideas1
1708357874-2275,Malika  Kamboj🪬| Social Media Marketing Coach | Consultant,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/394544249.jpg,Finance,39175.0,0.22%,3040.0,85.0,2.0,,,,,,https://www.instagram.com/malika_kamboj
1708357880-2276,Abhay Singhania,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/34497940486.jpg,Finance,39282.0,5.17%,15610.0,2032.0,0.0,,,,,,https://www.instagram.com/abhaysingania
1708357887-2277,Shanky Trading,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/36903065760.jpg,Finance,39782.0,0.26%,1604.0,95.0,6.0,479000.0,389915.0,15190368.0,1696.0,https://www.youtube.com/channel/UCQ9pSq2rZeeG3zv0iugAJiQ,https://www.instagram.com/shankytrading
1708357893-2278,Sanoob Sidiq,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/579184821.jpg,Finance,40097.0,0.87%,15040.0,342.0,7.0,,,,,,https://www.instagram.com/sanoobsidiq
1708357899-2279,Unbox Factory,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/24332749592.jpg,Finance,40405.0,0.11%,2993.0,44.0,0.0,,,,,,https://www.instagram.com/unboxfactory
1708357905-2280,Lakshya Sharma®,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/517049918.jpg,Finance,40534.0,12.65%,13205.0,5121.0,6.0,,,,,,https://www.instagram.com/lakshyasharmaofficial
1708357911-2281,Policybazaar,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4435124632.jpg,Finance,40842.0,1.47%,7790.0,54.0,543.0,123000.0,6248717.0,181800248.0,1145.0,https://www.youtube.com/channel/UC8aYNHtHDHLakP7H-5RaxQA,https://www.instagram.com/policybazaar
1708357918-2282,PRAVIN CHOUDHARY,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8884268143.jpg,Finance,40977.0,0.33%,11339.0,132.0,2.0,,,,,,https://www.instagram.com/intraday.trader
1708357924-2283,Ram Ji Vishwakarma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6222288801.jpg,Finance,41004.0,7.90%,4935.0,3210.0,27.0,,,,,,https://www.instagram.com/ramjivishwakarma0005
1708357931-2284,FinLadder | Finance Courses,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/20918619680.jpg,Finance,41316.0,0.15%,4406.0,62.0,0.0,,,,,,https://www.instagram.com/finladder
1708357937-2285,businessesbuzz,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45844236483.jpg,Finance,41609.0,0.33%,2471.0,134.0,0.0,,,,,,https://www.instagram.com/businessesbuzz
1708357944-2286,Paytmforbusiness,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45425552794.jpg,Finance,41635.0,0.15%,1923.0,55.0,5.0,29900.0,148809.0,5729234.0,457.0,https://www.youtube.com/channel/UC3pT4dMwybOcIIe-Mo9AXCQ,https://www.instagram.com/paytmbusiness
1708357950-2287,Pankaj Jain,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18622338368.jpg,Finance,42017.0,0.06%,1004.0,24.0,0.0,187000.0,30645.0,20570082.0,2906.0,https://www.youtube.com/channel/UCmo_Y2q_BAJ30ZTg6Qhcytg,https://www.instagram.com/pankaj_money_guru_official
1708357956-2288,Trader || Manjeet,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5943011135.jpg,Finance,42177.0,0.01%,400.0,3.0,0.0,,,,,,https://www.instagram.com/manjeetonline
1708357963-2289,Technical Mind Trade,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8248404063.jpg,Finance,42391.0,5.63%,42971.0,2307.0,78.0,,,,,,https://www.instagram.com/official_technical_mind_trade_
1708357969-2290,Theta Gainers,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/30296143366.jpg,Finance,42534.0,1.47%,30763.0,611.0,14.0,337000.0,601636.0,22505845.0,413.0,https://www.youtube.com/channel/UCuiMhf2qe2sA0kCDOTl1dow,https://www.instagram.com/thetagainers
1708357975-2291,PollPe,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/46839858217.jpg,Finance,42957.0,0.22%,7480.0,87.0,7.0,,,,,,https://www.instagram.com/pollpein
1708357981-2292,Deep MONEY,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/51705913389.jpg,Finance,43087.0,0.05%,714.0,20.0,0.0,,,,,,https://www.instagram.com/deep_.money
1708357988-2293,𝗜𝗡𝗩𝗘𝗦𝗧 𝗙𝗢𝗥 𝗪𝗘𝗔𝗟𝗧𝗛,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/44321258273.jpg,Finance,43275.0,0.36%,5254.0,155.0,1.0,441000.0,460676.0,49305303.0,2542.0,https://www.youtube.com/channel/UCfwEnadyqbmlKTXRkch1fKg,https://www.instagram.com/investforwealthofficial
1708357994-2294,SBI Mutual Fund,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5818037240.jpg,Finance,43500.0,0.19%,2973.0,81.0,1.0,,,,,,https://www.instagram.com/sbimutualfund
1708358001-2295,Elearnmarkets,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5500918813.jpg,Finance,44716.0,0.12%,5450.0,52.0,0.0,955000.0,1143506.0,75157386.0,1497.0,https://www.youtube.com/channel/UCMec1m9iUC3agiEK-nsndSg,https://www.instagram.com/elearnmarkets
1708358007-2296,Jitesh Manwani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/675589445.jpg,Finance,45180.0,0.15%,2846.0,65.0,2.0,,,,,,https://www.instagram.com/jiteshmanwani
1708358014-2297,Tradind Mind,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45531338316.jpg,Finance,45328.0,0.40%,7156.0,175.0,6.0,,,,,,https://www.instagram.com/trading_mindset__
1708358020-2298,MARKET MAESTROO,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45890575853.jpg,Finance,46001.0,1.68%,141580.0,760.0,13.0,,,,,,https://www.instagram.com/marketmaestroo
1708358025-2299,stock 4 retail,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7199249490.jpg,Finance,46465.0,0.73%,12498.0,333.0,6.0,729000.0,4135871.0,64836016.0,1744.0,https://www.youtube.com/channel/UChcQR_Z7YmqRQMZ6lxjD8JA,https://www.instagram.com/stock4retail
1708358031-2300,IID,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7271624112.jpg,Finance,46500.0,0.41%,5610.0,191.0,0.0,,,,,,https://www.instagram.com/iidincubator
1708358037-2301,INDIA AWAAJ,,Finance,46670.0,0.05%,256.0,24.0,,,,,,,https://www.instagram.com/indiaawaajtv18
1708358042-2302,Anurag E,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5373817268.jpg,Finance,47162.0,0.08%,121752.0,3.0,37.0,,,,,,https://www.instagram.com/x.sativa_
1708358047-2303,Crypto Aman,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5373084697.jpg,Finance,47793.0,2.05%,20927.0,934.0,43.0,,,,,,https://www.instagram.com/cryptoamanclub
1708358053-2304,ICICI Lombard GIC,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1787791348.jpg,Finance,47887.0,0.08%,2487.0,33.0,3.0,21900.0,2902373.0,259707297.0,403.0,https://www.youtube.com/channel/UC05VfcUlVM7r3AZ4wjuslAA,https://www.instagram.com/icicilombardofficial
1708358065-2305,Hireandbuild,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/43057554247.jpg,Finance,8491.0,0.95%,4922.0,80.0,0.0,131000.0,52203.0,6162326.0,159.0,https://www.youtube.com/channel/UC0EGNd5NNtT9-F_zOCyPUXw,https://www.instagram.com/hire_and_build
1708358070-2306,Saurav Sharma,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/51936474.jpg,Finance,9879.0,0.88%,1588.0,84.0,2.0,,,,,,https://www.instagram.com/saurav_shrm
1708358076-2307,Devika Diwan Designs,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3949933417.jpg,Finance,10462.0,0.12%,1565.0,11.0,0.0,,,,,,https://www.instagram.com/diwan_devika_designs
1708358082-2308,Powai Flats,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5593851935.jpg,Finance,11798.0,0.06%,55.0,6.0,0.0,,,,,,https://www.instagram.com/powaiflats
1708358089-2309,𝓐𝓻𝓬𝓱𝓲𝓽𝓮𝓬𝓽_𝓡𝓸𝓱𝓲𝓽𝓱𝓪,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/326317670.jpg,Finance,12421.0,0.85%,2566.0,103.0,1.0,,,,,,https://www.instagram.com/architect_rohitha
1708358094-2310,House Of Constructions,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/33151928452.jpg,Finance,12713.0,0.67%,3402.0,83.0,1.0,,,,,,https://www.instagram.com/construction.harkesh
1708358101-2311,Thannal Natural Homes,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/24037652631.jpg,Finance,14230.0,1.67%,932.0,233.0,3.0,,,,,,https://www.instagram.com/thannal_mud_homes
1708358108-2312,ag Studio,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6257295958.jpg,Finance,14417.0,0.41%,7462.0,57.0,1.0,,,,,,https://www.instagram.com/agstudioindia
1708358114-2313,𝟵𝟵𝗕𝗿𝗶𝗰𝗸𝘀 Real Estate Pvt Ltd.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/39196973062.jpg,Finance,15593.0,0.02%,73.0,3.0,0.0,,,,,,https://www.instagram.com/99bricks.realestate
1708358120-2314,Nestaway,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1734695172.jpg,Finance,15778.0,0.16%,1081.0,23.0,1.0,26100.0,1454.0,51283334.0,84.0,https://www.youtube.com/channel/UC_1jWvBf98OBAGonACGBXxQ,https://www.instagram.com/nestawayhomes
1708358126-2315,Shally interior designer,,Finance,16062.0,0.20%,636.0,30.0,1.0,,,,,,https://www.instagram.com/shallyinteriordesigner
1708358132-2316,3D HOUSE DESIGN,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/11700837947.jpg,Finance,16178.0,0.12%,992.0,20.0,0.0,,,,,,https://www.instagram.com/3dhousedesignpage
1708358139-2317,Agami Atelier,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/45163812816.jpg,Finance,16702.0,1.59%,1892.0,265.0,0.0,,,,,,https://www.instagram.com/agamiatelier
1708358145-2318,Lakshya Infratech,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/42815980156.jpg,Finance,17031.0,0.52%,6333.0,84.0,3.0,,,,,,https://www.instagram.com/lakshyainfratech
1708358150-2319,AVN interiors,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/992087298.jpg,Finance,17693.0,0.52%,1694.0,81.0,9.0,,,,,,https://www.instagram.com/avninteriors
1708358156-2320,Civil_Only_Civil (COC),https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/12878415451.jpg,Finance,18605.0,2.20%,16865.0,406.0,3.0,,,,,,https://www.instagram.com/civilonlycivil
1708358161-2321,Interios,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8172060811.jpg,Finance,18916.0,0.19%,1419.0,36.0,0.0,,,,,,https://www.instagram.com/interios_mk
1708358166-2322,Guru Mahadev Real Estate,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/11530276117.jpg,Finance,19355.0,0.04%,145.0,7.0,0.0,,,,,,https://www.instagram.com/gurumahadevrealestate
1708358172-2323,Sumit Hiranandani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/31502768053.jpg,Finance,20642.0,0.89%,19410.0,177.0,6.0,,,,,,https://www.instagram.com/hallroomkitchen
1708358178-2324,Midheesh Midun,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48761347758.jpg,Finance,21031.0,0.10%,41073.0,17.0,3.0,,,,,,https://www.instagram.com/mm_designers75
1708358183-2325,Nifty Interiors,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/16977928522.jpg,Finance,22722.0,0.18%,2267.0,40.0,0.0,,,,,,https://www.instagram.com/niftyinterior
1708358189-2326,Design by Lavassa,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18418486859.jpg,Finance,23266.0,0.33%,3449.0,75.0,0.0,,,,,,https://www.instagram.com/designbylavassa
1708358195-2327,The 7th Corner Interior Design,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7945120028.jpg,Finance,23292.0,0.07%,5458.0,15.0,0.0,,,,,,https://www.instagram.com/the7thcornerinterior
1708358201-2328,Heaven Properties,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/17594632105.jpg,Finance,25178.0,0.02%,121.0,5.0,,,,,,,https://www.instagram.com/heaven_properties
1708358207-2329,REINFORCE,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6004532988.jpg,Finance,25732.0,1.12%,7867.0,288.0,1.0,,,,,,https://www.instagram.com/reinforce_qst
1708358212-2330,Indian Home designs,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15166406065.jpg,Finance,26873.0,0.04%,4346.0,9.0,0.0,,,,,,https://www.instagram.com/indianhomedesigns
1708358218-2331,KavinRealestate Chennai,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7873501768.jpg,Finance,29865.0,0.26%,7817.0,77.0,1.0,105000.0,51443.0,20731707.0,1415.0,https://www.youtube.com/channel/UCkMErkejhYD3N07n4GiSP8w,https://www.instagram.com/suresh_avadi
1708358223-2332,Dilse_Indian 🇮🇳,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/11469084429.jpg,Finance,29969.0,0.59%,17051.0,175.0,2.0,,,,,,https://www.instagram.com/dilse_indian19
1708358229-2333,PLANNER N MAKER,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/18835740122.jpg,Finance,30105.0,0.03%,467.0,9.0,0.0,,,,,,https://www.instagram.com/plannernmaker_official
1708358235-2334,DivRushPropertyVlogs,,Finance,31980.0,0.14%,2644.0,45.0,0.0,,,,,,https://www.instagram.com/divrushpropertyvlogs
1708358240-2335,Tina Ramchandani,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/395895.jpg,Finance,32075.0,0.39%,2019.0,110.0,12.0,,,,,,https://www.instagram.com/tinaramchandani
1708358245-2336,Magicbricks,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3543149634.jpg,Finance,34848.0,18.15%,393398.0,6322.0,2.0,280000.0,931228.0,206250694.0,7854.0,https://www.youtube.com/channel/UCRtEWt48CRchY1X_5CWSrPw,https://www.instagram.com/magicbricks_official
1708358250-2337,Tata Housing,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/390952580.jpg,Finance,37239.0,0.08%,1653.0,30.0,0.0,11200.0,6789.0,8844199.0,309.0,https://www.youtube.com/channel/UCXCKtWz7CF9NYpNDcYLSlMA,https://www.instagram.com/tatahousing
1708358256-2338,Furlenco,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2006868731.jpg,Finance,37606.0,0.14%,5106.0,40.0,14.0,13900.0,811732.0,465505519.0,838.0,https://www.youtube.com/channel/UCiIW_B2YS6qrl3ryD43KsCA,https://www.instagram.com/furlenco
1708358261-2339,Er. Yashvant Bajpai,,Finance,37725.0,3.08%,,1153.0,6.0,,,,,,https://www.instagram.com/yashvant_bajpai24
1708358267-2340,DV Studio,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8907501968.jpg,Finance,39194.0,0.60%,9967.0,235.0,0.0,195000.0,519928.0,20337348.0,548.0,https://www.youtube.com/channel/UCb-abXvV7oaQF-potGE9yDw,https://www.instagram.com/dvstudio22
1708358273-2341,99acres.com,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1732636842.jpg,Finance,43714.0,1.06%,415932.0,459.0,3.0,52700.0,9590237.0,90268840.0,4316.0,https://www.youtube.com/channel/UCZclXYJ5oI-d36J3wbpHhbA,https://www.instagram.com/99acresindia
1708358278-2342,Form And Function,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/630811650.jpg,Finance,44771.0,0.27%,22519.0,119.0,2.0,,,,,,https://www.instagram.com/form.n.function
1708358283-2343,Ramees Ali,,Finance,48178.0,0.61%,18043.0,287.0,4.0,124000.0,50014.0,5493837.0,178.0,https://www.youtube.com/channel/UC_nFNaWCHaBplNwLaczOK3w,https://www.instagram.com/ramees.ali
1708358296-2344,Sanoj Mishra,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3574692303.jpg,Movie & Shows,5383.0,1.26%,549.0,61.0,6.0,22500.0,146387.0,5063239.0,24.0,https://www.youtube.com/channel/UCODXdlaIKmnlbbsBbGyK8Pw,https://www.instagram.com/sanojmishra
1708358302-2345,The Wall,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2235042296.jpg,Movie & Shows,6032.0,0.91%,,51.0,3.0,,,,,,https://www.instagram.com/nbcthewall
1708358308-2346,TV5MONDE Asia Pacific,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2706967855.jpg,Movie & Shows,10346.0,0.09%,329.0,9.0,0.0,,,,,,https://www.instagram.com/tv5mondeapac
1708358315-2347,Sandeep Raj,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/550348640.jpg,Movie & Shows,10491.0,0.07%,2127.0,3.0,4.0,2110.0,286.0,1276156.0,125.0,https://www.youtube.com/channel/UCrk-FA33PIMh-aFmp771GAA,https://www.instagram.com/sandeeprajfilms
1708358322-2348,Fin G.,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/223368167.jpg,Movie & Shows,10992.0,30.04%,,3262.0,16.0,,,,,,https://www.instagram.com/captainfinjo
1708358328-2349,Hook Films • Indian Short Films,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4685842644.jpg,Movie & Shows,12263.0,0.22%,,26.0,0.0,47100.0,210575.0,12120166.0,122.0,https://www.youtube.com/channel/UCmCV59KtGn5TgwCb-mdylYQ,https://www.instagram.com/hookfilms
1708358335-2350,Satyajit Ramdas Padhye,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5058971.jpg,Movie & Shows,13549.0,1.05%,4918.0,138.0,3.0,48800.0,31527.0,12417333.0,212.0,https://www.youtube.com/channel/UCm5Axv19N07lP-R5jY2nL6A,https://www.instagram.com/satyajitpadhye
1708358341-2351,⭐ S A D H V I  B H A T T ⭐,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3648228563.jpg,Movie & Shows,18710.0,0.08%,87.0,13.0,1.0,2320.0,508.0,561607.0,306.0,https://www.youtube.com/channel/UCp83xWwWYJvFzoKS5hk3o7Q,https://www.instagram.com/sadhvibhattofficial
1708358348-2352,Valtellina Mobile,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/366986632.jpg,Movie & Shows,20017.0,0.73%,5242.0,146.0,,,,,,,https://www.instagram.com/valtellinaturismo
1708358354-2353,Dave Smiley,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/246635430.jpg,Movie & Shows,24808.0,0.14%,5533.0,30.0,3.0,,,,,,https://www.instagram.com/smileyradioshow
1708358360-2354,Teatr Wielki - Opera Narodowa,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1207067526.jpg,Movie & Shows,33634.0,0.73%,11180.0,239.0,5.0,,,,,,https://www.instagram.com/operanarodowa
1708358375-2355,Tantra Guru,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5327940415.jpg,Science & Technology,7224.0,2.21%,8204.0,159.0,,,,,,,https://www.instagram.com/1008_nath_ji
1708358382-2356,Scary Pumpkin Studio,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/12164113019.jpg,Science & Technology,8593.0,2.56%,2544.0,211.0,8.0,,,,,,https://www.instagram.com/scarypumpkin07
1708358388-2357,Adarsh Pandey,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5068117925.jpg,Science & Technology,10441.0,0.03%,145.0,3.0,0.0,,,,,,https://www.instagram.com/pandeyadrsh
1708358395-2358,Sanchit Batra Magician,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/544086572.jpg,Science & Technology,10585.0,0.91%,2302.0,93.0,2.0,53200.0,2587.0,37923918.0,244.0,https://www.youtube.com/channel/UCCQIUzLl6XhLwMr3CZhUTVA,https://www.instagram.com/sleight_illusionist
1708358401-2359,Trendy Thagaval,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/39246718302.jpg,Science & Technology,12010.0,8.71%,32727.0,1041.0,4.0,,,,,,https://www.instagram.com/trendy_thagaval
1708358408-2360,Kalaivanan 💕,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8190289654.jpg,Science & Technology,16998.0,8.18%,17671.0,1356.0,33.0,255000.0,382312.0,27863632.0,415.0,https://www.youtube.com/channel/UCJ-7XkPfqd_f3QuIzSLvWTA,https://www.instagram.com/kalaivanan.off
1708358414-2361,Goutham A,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/32760411473.jpg,Science & Technology,18291.0,3.97%,6435.0,699.0,26.0,,,,,,https://www.instagram.com/spooky_goutham
1708358421-2362,HORROR NIGHTS HINDI,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13205051096.jpg,Science & Technology,19959.0,35.22%,85041.0,6985.0,44.0,,,,,,https://www.instagram.com/horrornightshindi
1708358428-2363,Sagar Tiwari,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1686094335.jpg,Science & Technology,26242.0,3.23%,49506.0,815.0,33.0,323000.0,587829.0,37279855.0,290.0,https://www.youtube.com/channel/UCQu0s8fjDWeHjYr6w6NqIbQ,https://www.instagram.com/stiwari827
1708358436-2364,Jassi Sandhu,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8507295186.jpg,Science & Technology,29533.0,0.34%,3740.0,87.0,14.0,99200.0,172122.0,6604501.0,142.0,https://www.youtube.com/channel/UCCziORYf3WIjk3HJQMC35wQ,https://www.instagram.com/sandhujassi200
1708358444-2365,Sshivani Durga,https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1614272379.jpg,Science & Technology,33355.0,0.27%,1165.0,86.0,5.0,160000.0,63507.0,16063623.0,510.0,https://www.youtube.com/channel/UCeWoQwlpH6IRcchLPQmLjDw,https://www.instagram.com/sshivani_durga
